Loyalty#,merged_labels
196812,The February Loyals
749827,The Q4 Boomerang
423035,The September Loyals
726932,The May Planners
290356,New travelers
777514,The Q4 Boomerang
114638,The October Loyals
612795,The January Average
410544,The January Average
518210,New travelers
667356,The Lost Holiday Drifters
842049,The June Loyals
430048,The December Loyals
608384,The September Loyals
397141,The September Loyals
758165,The June Loyals
200012,The September Loyals
689909,The September Loyals
677141,The December Loyals
772952,The Summer-Fall Hybrids
237729,The September Loyals
994285,The November Loyals
165443,The June Loyals
858669,The June Loyals
261787,The June Loyals
962011,The October Loyals
514493,New travelers
731510,The May Planners
128210,The January Average
322193,The June Loyals
316308,The October Loyals
755367,The December Loyals
970639,The September Loyals
238342,The Q4 Boomerang
492575,The Lost Holiday Drifters
879638,New travelers
204111,The Lost Holiday Drifters
270909,The June Loyals
403893,The January Average
530833,The February Loyals
286388,New travelers
329692,The June Loyals
571964,The March Loyals
892273,New travelers
127645,The January Average
342554,The May Planners
459683,The Q4 Boomerang
634727,The May Planners
805377,The June Loyals
211549,The September Loyals
948783,The October Loyals
630588,The February Loyals
912420,The January Average
439900,The September Loyals
842047,New travelers
295205,The May Planners
748055,The November Loyals
163639,The November Loyals
800998,New travelers
867532,The Q4 Boomerang
169948,The September Loyals
432592,The November Loyals
697272,The February Loyals
737676,New travelers
127966,The December Loyals
623008,The Summer-Fall Hybrids
267428,The September Loyals
498030,The Dormant Browsers
194640,The March Loyals
678514,The December Loyals
803830,The Dormant Browsers
986086,The March Loyals
462803,The June Loyals
614379,The September Loyals
303621,New travelers
721377,The January Average
434215,The November Loyals
536671,The September Loyals
970746,The September Loyals
185919,The September Loyals
128789,The September Loyals
181423,The June Loyals
203577,The December Loyals
242203,New travelers
247680,The May Planners
270862,The September Loyals
313185,The September Loyals
360942,The May Planners
567412,The September Loyals
763806,New travelers
868912,The December Loyals
930209,The May Planners
133732,The October Loyals
169865,New travelers
830673,The June Loyals
323043,The February Loyals
400985,The June Loyals
180484,New travelers
455941,The December Loyals
393403,The June Loyals
790943,New travelers
137106,The June Loyals
646277,The May Planners
796281,The September Loyals
807297,The Dormant Browsers
150767,The September Loyals
451080,New travelers
290184,The Lost Holiday Drifters
569236,The December Loyals
684835,The Q4 Boomerang
874336,The September Loyals
611618,The June Loyals
688139,The January Average
755015,The Q4 Boomerang
897673,The Lost Holiday Drifters
127725,The October Loyals
705453,The June Loyals
199809,The March Loyals
491391,The June Loyals
533470,The January Average
209729,The January Average
311946,The October Loyals
415916,The March Loyals
523110,The September Loyals
536848,The Lost Holiday Drifters
604436,New travelers
608974,The September Loyals
638253,The September Loyals
686471,The January Average
959514,New travelers
504455,The Summer-Fall Hybrids
522251,The Summer-Fall Hybrids
590098,The March Loyals
341904,New travelers
621180,The November Loyals
700245,The September Loyals
960195,The September Loyals
492165,The February Loyals
894041,The September Loyals
384286,The February Loyals
693045,The Summer-Fall Hybrids
240829,The November Loyals
904300,The October Loyals
404720,The January Average
508080,The Autumn Budget
313544,The Pandemic Drop-offs
557723,The June Loyals
133066,The October Loyals
469532,New travelers
295578,The February Loyals
581682,The May Planners
193781,The January Average
595323,The December Loyals
417721,New travelers
287224,New travelers
516491,The June Loyals
287198,The September Loyals
825336,The May Planners
792094,New travelers
685683,The June Loyals
937030,The January Average
449530,The Dormant Browsers
597191,The September Loyals
153760,The Lost Holiday Drifters
429054,The September Loyals
284621,The September Loyals
434760,The June Loyals
663897,New travelers
934235,The June Loyals
355102,The Dormant Browsers
979135,The February Loyals
309933,The February Loyals
510537,The Q4 Boomerang
153656,The Lost Holiday Drifters
274141,The September Loyals
192543,The September Loyals
321427,The Q4 Boomerang
628844,The December Loyals
702800,The March Loyals
159608,The February Loyals
765518,The September Loyals
506293,The Lost Holiday Drifters
824315,The September Loyals
196777,The Summer-Fall Hybrids
257705,The September Loyals
262562,The September Loyals
338786,The February Loyals
225067,The February Loyals
794784,The September Loyals
270022,The Dormant Browsers
982017,The September Loyals
119634,The October Loyals
212544,The January Average
304445,The Summer-Fall Hybrids
315869,The March Loyals
373429,New travelers
492401,The March Loyals
637760,The May Planners
793180,New travelers
843212,The June Loyals
854969,New travelers
966210,The Q4 Boomerang
993271,The September Loyals
401454,The September Loyals
709659,The February Loyals
589466,The March Loyals
804770,The Summer-Fall Hybrids
164657,The January Average
253825,The March Loyals
299919,The Dormant Browsers
593781,The September Loyals
731958,The November Loyals
296690,The November Loyals
863349,The September Loyals
695107,The January Average
989067,New travelers
325379,The September Loyals
493972,The May Planners
278719,New travelers
624216,The October Loyals
738320,The September Loyals
525476,New travelers
970706,The March Loyals
313424,The January Average
907324,New travelers
735966,The Dormant Browsers
953612,The Q4 Boomerang
788283,The Lost Holiday Drifters
773593,New travelers
837408,New travelers
500026,The November Loyals
771307,The September Loyals
194571,The October Loyals
381234,The May Planners
416091,The Q4 Boomerang
677218,The Dormant Browsers
852629,New travelers
873551,The Dormant Browsers
914368,The September Loyals
306667,The November Loyals
332466,The February Loyals
923164,The March Loyals
527434,The March Loyals
905478,The September Loyals
402034,The May Planners
215626,The December Loyals
762446,New travelers
148982,New travelers
368549,The November Loyals
925918,New travelers
243642,The January Average
821202,The January Average
743108,New travelers
487777,The January Average
896372,The Summer-Fall Hybrids
711874,The June Loyals
904114,The February Loyals
246734,The November Loyals
888316,The Lost Holiday Drifters
646187,The Summer-Fall Hybrids
799967,The September Loyals
407119,The November Loyals
972732,The September Loyals
108907,The March Loyals
202716,The Dormant Browsers
207821,The February Loyals
828884,New travelers
464385,New travelers
659637,The October Loyals
107719,The January Average
787625,The June Loyals
297954,New travelers
707588,The October Loyals
241714,The October Loyals
927975,The September Loyals
933707,The October Loyals
981220,The Lost Holiday Drifters
180977,The October Loyals
217364,The June Loyals
852572,New travelers
700335,The September Loyals
989040,New travelers
521875,The November Loyals
778168,The May Planners
879036,The November Loyals
191189,New travelers
736414,The January Average
441304,The October Loyals
842982,The November Loyals
165019,The June Loyals
453494,The November Loyals
274896,The March Loyals
371532,The May Planners
198485,The June Loyals
392682,The Dormant Browsers
754163,New travelers
641189,The September Loyals
868250,The October Loyals
360031,New travelers
810581,The February Loyals
261044,The October Loyals
667117,The September Loyals
868327,New travelers
132774,The October Loyals
209058,The June Loyals
431187,New travelers
475930,The Lost Holiday Drifters
483802,New travelers
509669,The Q4 Boomerang
571409,New travelers
658996,The January Average
679609,The Q4 Boomerang
686612,The Lost Holiday Drifters
986217,The May Planners
987221,The September Loyals
378014,The May Planners
676873,The January Average
911971,The February Loyals
704600,The December Loyals
895267,The May Planners
625497,The December Loyals
943775,The February Loyals
541178,The September Loyals
932513,The Dormant Browsers
563142,The Q4 Boomerang
979575,The September Loyals
184490,New travelers
655892,The February Loyals
552328,The January Average
992542,New travelers
661050,The October Loyals
664034,The Lost Holiday Drifters
746520,The December Loyals
434489,The September Loyals
933865,The Lost Holiday Drifters
139479,The Pandemic Drop-offs
153462,The Summer-Fall Hybrids
918397,New travelers
138737,The September Loyals
285942,The September Loyals
522763,The Dormant Browsers
713257,The September Loyals
397376,New travelers
724168,The December Loyals
275446,The October Loyals
654225,The Dormant Browsers
282872,The November Loyals
583005,The March Loyals
418636,The Dormant Browsers
834544,The September Loyals
690510,New travelers
915846,The November Loyals
549091,The Q4 Boomerang
563774,The January Average
692841,The Q4 Boomerang
996254,The September Loyals
134717,The September Loyals
779412,The Dormant Browsers
566714,The October Loyals
815603,New travelers
325661,The March Loyals
894788,The December Loyals
248752,The Q4 Boomerang
306880,The October Loyals
793892,New travelers
809207,The Dormant Browsers
453587,The Lost Holiday Drifters
736970,The January Average
229861,New travelers
347227,The Q4 Boomerang
556778,The September Loyals
845819,The March Loyals
881846,The January Average
308255,The Summer-Fall Hybrids
420243,New travelers
195977,The January Average
693665,The January Average
141877,The October Loyals
928292,The May Planners
435129,The September Loyals
898552,The Summer-Fall Hybrids
317689,New travelers
787833,The May Planners
637100,New travelers
690029,The February Loyals
215840,The December Loyals
630071,The September Loyals
298344,The May Planners
929231,New travelers
243965,New travelers
595775,New travelers
123667,The June Loyals
340723,The Q4 Boomerang
117975,The Lost Holiday Drifters
300818,The October Loyals
313571,New travelers
353032,The September Loyals
371065,The October Loyals
455892,The March Loyals
645078,New travelers
685653,New travelers
727415,The September Loyals
777540,The November Loyals
944855,The September Loyals
957686,The November Loyals
118355,The Autumn Budget
128753,New travelers
268145,The May Planners
281064,The December Loyals
294849,The Summer-Fall Hybrids
534649,The March Loyals
560024,The January Average
681785,The December Loyals
781227,New travelers
944035,The October Loyals
988419,The Summer-Fall Hybrids
835683,The September Loyals
629177,The September Loyals
765747,The September Loyals
110296,The September Loyals
280641,The September Loyals
310911,The Q4 Boomerang
567571,The February Loyals
601681,The February Loyals
710115,The September Loyals
721437,The March Loyals
755533,The November Loyals
769709,The March Loyals
784380,New travelers
860602,The September Loyals
974758,The Dormant Browsers
355628,New travelers
874614,The September Loyals
264701,The March Loyals
367617,The Lost Holiday Drifters
405804,The March Loyals
440213,The June Loyals
543693,The December Loyals
553389,The May Planners
627373,New travelers
663659,New travelers
816323,The May Planners
992769,New travelers
996686,The May Planners
477468,The February Loyals
953927,The Summer-Fall Hybrids
421310,The Lost Holiday Drifters
585850,The September Loyals
224298,The September Loyals
395871,The Dormant Browsers
605320,The December Loyals
648286,New travelers
993650,The December Loyals
568786,The September Loyals
968325,The June Loyals
516276,The Q4 Boomerang
786827,The Q4 Boomerang
525245,New travelers
847183,The June Loyals
441389,The December Loyals
621583,The September Loyals
394812,The September Loyals
689981,The February Loyals
326234,The October Loyals
661442,New travelers
742749,The October Loyals
839115,The September Loyals
161415,The February Loyals
835133,New travelers
585642,The September Loyals
968632,The September Loyals
548638,New travelers
743849,The September Loyals
202108,New travelers
113861,The Summer-Fall Hybrids
336138,The March Loyals
970351,The September Loyals
289476,The Dormant Browsers
592218,The Lost Holiday Drifters
201355,The February Loyals
771220,New travelers
865352,The Q4 Boomerang
191508,New travelers
432961,New travelers
103975,New travelers
391861,The October Loyals
434113,The May Planners
706510,The September Loyals
348718,New travelers
939485,The January Average
577467,The March Loyals
618656,The May Planners
594028,The May Planners
815344,New travelers
605761,Holiday Travelers
946963,The Lost Holiday Drifters
110422,The Dormant Browsers
917346,The September Loyals
786330,New travelers
506746,The November Loyals
182159,Holiday Travelers
436705,The Pandemic Drop-offs
688557,The December Loyals
889061,The December Loyals
255019,New travelers
300376,New travelers
876319,The September Loyals
946956,New travelers
502047,New travelers
873578,New travelers
334454,The October Loyals
348245,New travelers
137744,The Summer-Fall Hybrids
734077,The December Loyals
350238,The December Loyals
587633,The June Loyals
763761,The November Loyals
635302,The Q4 Boomerang
969360,The September Loyals
581380,New travelers
699875,The June Loyals
967253,The Pandemic Drop-offs
477599,The Lost Holiday Drifters
298539,The Dormant Browsers
950467,The October Loyals
926531,New travelers
936319,The January Average
254940,The September Loyals
299113,The January Average
941122,The Pandemic Drop-offs
963921,New travelers
427354,The Dormant Browsers
711263,The Summer-Fall Hybrids
989148,The February Loyals
594649,The December Loyals
339005,The September Loyals
558138,The Q4 Boomerang
712236,The Summer-Fall Hybrids
804402,The June Loyals
167001,The Pandemic Drop-offs
789431,New travelers
643364,The May Planners
896651,The Q4 Boomerang
995404,New travelers
522493,The September Loyals
572890,The Q4 Boomerang
551710,New travelers
600785,The March Loyals
332175,The February Loyals
700566,The October Loyals
212477,The May Planners
984878,The May Planners
497106,The Dormant Browsers
795129,The January Average
433353,The December Loyals
497613,The January Average
314014,The May Planners
916000,The June Loyals
596327,The September Loyals
749817,The December Loyals
308798,The May Planners
831693,The Q4 Boomerang
466865,The January Average
901954,The December Loyals
719242,The January Average
838938,The June Loyals
537914,The Q4 Boomerang
462232,New travelers
136608,The Q4 Boomerang
750324,The September Loyals
358020,The September Loyals
607885,The September Loyals
318786,The May Planners
752274,The November Loyals
227429,The September Loyals
779444,New travelers
531841,The January Average
536132,The Dormant Browsers
609667,The May Planners
734490,The June Loyals
969485,The June Loyals
740703,The May Planners
463833,The Pandemic Drop-offs
600664,The October Loyals
604772,The November Loyals
633162,New travelers
905569,The November Loyals
337842,The September Loyals
413050,The May Planners
216658,The November Loyals
465540,The September Loyals
825239,The September Loyals
254546,The January Average
614219,The March Loyals
453972,The September Loyals
855559,The September Loyals
225972,The May Planners
384986,The September Loyals
786709,The September Loyals
861095,The September Loyals
378793,The February Loyals
555081,The September Loyals
202156,The September Loyals
452530,The September Loyals
629299,The Summer-Fall Hybrids
704607,The Lost Holiday Drifters
222929,The November Loyals
242028,The September Loyals
188828,The September Loyals
241421,The December Loyals
258088,The May Planners
677527,The June Loyals
561072,The September Loyals
210835,The December Loyals
972222,The September Loyals
262937,New travelers
281075,The September Loyals
596544,The Summer-Fall Hybrids
613076,The May Planners
428778,The Dormant Browsers
634392,The June Loyals
438707,The March Loyals
790089,The May Planners
684103,The Lost Holiday Drifters
891237,The March Loyals
453408,The September Loyals
257579,The December Loyals
828735,The September Loyals
238814,The September Loyals
123702,The Dormant Browsers
453971,The Autumn Budget
562703,New travelers
274803,New travelers
426530,The November Loyals
785398,The January Average
883693,New travelers
639807,The October Loyals
817851,The May Planners
435378,The February Loyals
454471,The February Loyals
374117,The May Planners
790094,The May Planners
337341,The Lost Holiday Drifters
614122,The September Loyals
392781,New travelers
464639,The Pandemic Drop-offs
498149,The February Loyals
672395,The May Planners
807262,New travelers
410552,The March Loyals
718655,The Summer-Fall Hybrids
175342,The September Loyals
384356,New travelers
738732,The Dormant Browsers
975767,The May Planners
945834,The Summer-Fall Hybrids
102730,The Summer-Fall Hybrids
120393,The May Planners
160266,New travelers
195131,New travelers
195137,The September Loyals
413620,The October Loyals
624463,The December Loyals
675848,The September Loyals
725100,The June Loyals
798752,The Dormant Browsers
895560,The September Loyals
208586,New travelers
791132,The February Loyals
247220,The November Loyals
329056,The Dormant Browsers
367547,The January Average
240774,New travelers
327320,The December Loyals
856782,The January Average
951954,The November Loyals
349132,The November Loyals
672089,The February Loyals
659967,The May Planners
923268,New travelers
300166,The February Loyals
380110,The September Loyals
154680,The December Loyals
957325,New travelers
496052,New travelers
943804,The October Loyals
513170,The September Loyals
950390,The Lost Holiday Drifters
462815,The Q4 Boomerang
511568,The September Loyals
813320,The September Loyals
431829,The October Loyals
732113,The Q4 Boomerang
595320,The September Loyals
877630,The Summer-Fall Hybrids
277610,The March Loyals
802870,The June Loyals
231614,The September Loyals
870960,New travelers
419818,The November Loyals
440112,The September Loyals
200991,The May Planners
203084,The October Loyals
467046,The November Loyals
575849,The November Loyals
100380,The March Loyals
959059,The May Planners
457716,The September Loyals
528122,The March Loyals
857971,The Dormant Browsers
932323,New travelers
172162,New travelers
815498,The September Loyals
271148,The November Loyals
614377,The Q4 Boomerang
176379,New travelers
851231,The September Loyals
312607,The September Loyals
928916,The January Average
420394,The Summer-Fall Hybrids
628917,The December Loyals
802535,New travelers
492265,The Lost Holiday Drifters
687895,The October Loyals
137040,The Autumn Budget
270575,The January Average
661321,The September Loyals
908643,The Summer-Fall Hybrids
197642,The September Loyals
345597,The December Loyals
511626,New travelers
677925,New travelers
188147,The March Loyals
761510,The February Loyals
909845,The Summer-Fall Hybrids
417274,The February Loyals
100646,The Summer-Fall Hybrids
236767,The June Loyals
327653,The December Loyals
342725,The June Loyals
509136,The May Planners
583754,The Q4 Boomerang
613747,The September Loyals
740509,New travelers
764869,The January Average
905320,The September Loyals
943056,New travelers
996159,New travelers
329162,The November Loyals
342527,The November Loyals
807681,The November Loyals
192600,The September Loyals
575342,The Pandemic Drop-offs
592532,New travelers
671911,The May Planners
690199,The October Loyals
721664,The September Loyals
773844,The Dormant Browsers
789288,The Pandemic Drop-offs
849425,The October Loyals
687639,The March Loyals
429689,New travelers
858196,The January Average
194394,The September Loyals
432729,New travelers
732862,New travelers
942681,The November Loyals
188006,The May Planners
838881,The May Planners
308171,The December Loyals
450417,New travelers
749033,The June Loyals
851130,The February Loyals
989802,The September Loyals
204343,The September Loyals
516995,The December Loyals
354206,The Q4 Boomerang
944810,The June Loyals
175285,The January Average
638685,The October Loyals
497421,The September Loyals
730561,New travelers
458864,New travelers
928957,The March Loyals
186901,The October Loyals
511573,The September Loyals
614106,The Dormant Browsers
909503,The September Loyals
320772,The January Average
740918,The January Average
478142,The September Loyals
612719,The December Loyals
887117,The Dormant Browsers
587420,The November Loyals
639346,New travelers
563981,The March Loyals
852323,The May Planners
206914,The October Loyals
583272,The Q4 Boomerang
702542,The June Loyals
757010,The December Loyals
463926,The Summer-Fall Hybrids
716362,The September Loyals
257440,The January Average
610916,New travelers
671383,The March Loyals
722399,The November Loyals
369795,The Summer-Fall Hybrids
527090,New travelers
106477,The September Loyals
690890,The September Loyals
767894,The January Average
259789,The Summer-Fall Hybrids
741384,New travelers
391397,The June Loyals
973168,The February Loyals
324739,The January Average
530517,The March Loyals
242779,The September Loyals
781570,The September Loyals
426698,The December Loyals
985115,The Q4 Boomerang
153626,The September Loyals
189158,The May Planners
163970,The November Loyals
635719,The October Loyals
500280,The December Loyals
139532,The December Loyals
169393,The September Loyals
172259,The Pandemic Drop-offs
177598,The October Loyals
246405,The October Loyals
280864,The February Loyals
404314,The October Loyals
434477,The October Loyals
459345,The May Planners
551837,The December Loyals
632435,The Summer-Fall Hybrids
920102,New travelers
132296,The November Loyals
240132,The February Loyals
367811,New travelers
418779,The September Loyals
432718,The February Loyals
671119,The February Loyals
762485,The March Loyals
774272,The September Loyals
822051,The December Loyals
952545,The March Loyals
968867,New travelers
848632,The December Loyals
989568,The Summer-Fall Hybrids
164743,The November Loyals
172724,New travelers
304528,New travelers
419749,The January Average
284203,The March Loyals
914152,The January Average
119135,The September Loyals
691220,The February Loyals
213246,Holiday Travelers
246571,The June Loyals
930502,The May Planners
116288,Holiday Travelers
857497,The January Average
369682,The Summer-Fall Hybrids
430107,The September Loyals
435657,The March Loyals
515822,The May Planners
275358,The October Loyals
456785,The October Loyals
188318,The February Loyals
966729,The May Planners
922484,The September Loyals
926300,The Autumn Budget
211891,The June Loyals
660294,The June Loyals
267291,The September Loyals
409989,New travelers
758738,The December Loyals
708634,The March Loyals
370660,New travelers
849587,The May Planners
599442,The March Loyals
752580,The November Loyals
462663,The September Loyals
978048,Holiday Travelers
826975,New travelers
858427,New travelers
420457,The December Loyals
497108,The January Average
238156,The May Planners
776317,New travelers
250619,The September Loyals
680376,The Q4 Boomerang
691855,New travelers
833728,The February Loyals
258951,The September Loyals
354477,The November Loyals
417001,New travelers
626211,The October Loyals
597197,The October Loyals
986421,The January Average
779085,The March Loyals
921705,The September Loyals
317888,The September Loyals
777171,The September Loyals
932745,The September Loyals
947620,The May Planners
742509,The January Average
924268,The September Loyals
202218,The Q4 Boomerang
612963,New travelers
666473,The January Average
136715,The September Loyals
539941,New travelers
365166,New travelers
628952,The May Planners
690866,The September Loyals
947158,The Summer-Fall Hybrids
123780,New travelers
157200,The June Loyals
392953,The Q4 Boomerang
395962,New travelers
737509,The Dormant Browsers
335852,The January Average
865727,The Summer-Fall Hybrids
659607,The September Loyals
706884,The Pandemic Drop-offs
197067,The September Loyals
376424,The May Planners
490250,The May Planners
317827,The September Loyals
782318,New travelers
119997,The June Loyals
356507,The September Loyals
422496,The October Loyals
929728,The January Average
343879,The Dormant Browsers
406176,The November Loyals
494384,The January Average
581661,The December Loyals
618823,The February Loyals
641050,The January Average
695596,New travelers
739084,The March Loyals
743610,The December Loyals
829588,The June Loyals
878816,New travelers
969810,The September Loyals
565960,The December Loyals
641704,The June Loyals
108264,The September Loyals
298601,The September Loyals
581481,The September Loyals
693608,The March Loyals
772370,The June Loyals
843037,The December Loyals
201550,New travelers
212189,The March Loyals
216487,The October Loyals
674118,The September Loyals
880436,The June Loyals
387455,The Summer-Fall Hybrids
877124,The January Average
107461,The November Loyals
785076,The September Loyals
510353,The Dormant Browsers
764896,The October Loyals
838845,The October Loyals
929712,The Pandemic Drop-offs
229391,New travelers
576654,New travelers
383367,New travelers
393101,New travelers
574627,New travelers
276035,The June Loyals
445679,New travelers
474458,The October Loyals
968764,The Q4 Boomerang
200744,The December Loyals
448354,The September Loyals
421744,The June Loyals
953892,The Dormant Browsers
745901,The March Loyals
794323,The February Loyals
622992,New travelers
711571,The October Loyals
206772,The March Loyals
860099,The March Loyals
348215,The May Planners
966089,New travelers
208323,The June Loyals
244296,The September Loyals
577501,The March Loyals
961218,The December Loyals
604076,New travelers
343103,The December Loyals
454880,The October Loyals
328188,The February Loyals
401350,The Q4 Boomerang
486197,The Q4 Boomerang
625451,The May Planners
908882,New travelers
979644,The June Loyals
851390,The March Loyals
887266,The May Planners
128032,The Q4 Boomerang
171042,New travelers
337066,The January Average
581651,New travelers
582066,The September Loyals
643705,The June Loyals
752107,The June Loyals
798881,The November Loyals
868025,The January Average
918112,The September Loyals
977305,The March Loyals
447796,The Summer-Fall Hybrids
584845,The September Loyals
457127,New travelers
498643,The October Loyals
489985,The Dormant Browsers
909727,The Dormant Browsers
474047,New travelers
651469,New travelers
190227,The October Loyals
212849,The May Planners
100753,The May Planners
794723,The December Loyals
250363,New travelers
460349,The September Loyals
317776,The December Loyals
798352,New travelers
543901,The March Loyals
837641,The March Loyals
292546,The September Loyals
718962,The October Loyals
309304,The September Loyals
834537,New travelers
515775,The June Loyals
576363,The October Loyals
696732,The Q4 Boomerang
190827,The May Planners
599372,The Summer-Fall Hybrids
641121,New travelers
446988,The May Planners
863280,The October Loyals
148749,New travelers
618719,The May Planners
381189,The October Loyals
575821,New travelers
172284,New travelers
243191,The December Loyals
269694,The October Loyals
312545,The Q4 Boomerang
353096,The September Loyals
401766,The September Loyals
446352,The November Loyals
481457,The Summer-Fall Hybrids
549686,The November Loyals
911668,The December Loyals
453032,The September Loyals
696562,The Q4 Boomerang
559576,The May Planners
822205,New travelers
513099,The Summer-Fall Hybrids
765655,New travelers
316933,The Autumn Budget
890650,The Q4 Boomerang
162489,The Q4 Boomerang
950933,The March Loyals
139135,The October Loyals
374931,The June Loyals
713520,The Lost Holiday Drifters
779106,The February Loyals
778066,The Autumn Budget
820204,The September Loyals
550598,New travelers
592350,The January Average
113578,The Lost Holiday Drifters
900853,The September Loyals
318755,The May Planners
469660,The March Loyals
133821,The January Average
915156,The November Loyals
214095,The January Average
948714,The December Loyals
783255,The February Loyals
796544,The Lost Holiday Drifters
134012,New travelers
841948,The Q4 Boomerang
536018,The December Loyals
603545,The May Planners
338750,New travelers
982535,The February Loyals
138121,The October Loyals
516594,The March Loyals
796943,New travelers
844677,The May Planners
528782,New travelers
942355,The December Loyals
140391,The Summer-Fall Hybrids
220538,The Dormant Browsers
178565,New travelers
729173,The September Loyals
781924,The September Loyals
453133,The June Loyals
465421,The March Loyals
439252,The Lost Holiday Drifters
985839,The March Loyals
321012,The May Planners
528331,The March Loyals
383391,New travelers
186810,The February Loyals
771901,The February Loyals
104960,The Dormant Browsers
172200,The Q4 Boomerang
253412,New travelers
293689,New travelers
348400,The January Average
354461,The January Average
478986,The September Loyals
729444,New travelers
750649,The November Loyals
805170,The December Loyals
834790,The Q4 Boomerang
997434,The February Loyals
218757,The Summer-Fall Hybrids
830171,The September Loyals
571239,The December Loyals
976529,The November Loyals
127785,The November Loyals
503357,The June Loyals
166865,The December Loyals
313732,The September Loyals
254579,The September Loyals
631583,The May Planners
799657,New travelers
957881,The September Loyals
649422,The December Loyals
733627,The March Loyals
515929,The June Loyals
570600,The Summer-Fall Hybrids
640614,The September Loyals
864845,The November Loyals
431640,The December Loyals
850414,The May Planners
352490,The December Loyals
593327,The Lost Holiday Drifters
114214,The Lost Holiday Drifters
562644,The May Planners
618494,The Dormant Browsers
662934,New travelers
734458,The February Loyals
784946,The December Loyals
433477,The Q4 Boomerang
489244,The February Loyals
352216,New travelers
770568,New travelers
492496,The February Loyals
747571,The September Loyals
843737,New travelers
483969,New travelers
547500,The October Loyals
354084,The September Loyals
634386,The March Loyals
482551,The June Loyals
788947,The February Loyals
753089,The May Planners
877419,The Pandemic Drop-offs
106616,New travelers
618022,The Summer-Fall Hybrids
586365,The Summer-Fall Hybrids
677153,New travelers
193946,New travelers
891128,The October Loyals
358151,The March Loyals
430559,New travelers
236129,The September Loyals
879904,The December Loyals
726309,New travelers
498610,The Dormant Browsers
728486,The March Loyals
110394,The October Loyals
450865,The February Loyals
711510,The September Loyals
372652,The November Loyals
294865,The November Loyals
462595,The September Loyals
328180,The Summer-Fall Hybrids
444365,The September Loyals
164298,The Pandemic Drop-offs
167465,The March Loyals
722089,The January Average
802452,The May Planners
214605,The December Loyals
592515,New travelers
299107,The February Loyals
613303,The September Loyals
602587,The October Loyals
674643,New travelers
138810,New travelers
314081,New travelers
545278,The September Loyals
625859,The September Loyals
844556,The March Loyals
925385,The September Loyals
351500,The March Loyals
459164,The Summer-Fall Hybrids
730246,The Summer-Fall Hybrids
999631,The March Loyals
574771,The January Average
975949,The September Loyals
165224,The Lost Holiday Drifters
237858,New travelers
260855,The February Loyals
296567,The October Loyals
427140,The March Loyals
458029,New travelers
616083,The March Loyals
675651,The September Loyals
717762,New travelers
720079,The June Loyals
740090,The January Average
839527,The December Loyals
198900,The December Loyals
340881,New travelers
216762,The March Loyals
824351,The September Loyals
510440,The September Loyals
803234,The December Loyals
493598,The December Loyals
848694,The Pandemic Drop-offs
688731,The Q4 Boomerang
839356,The September Loyals
141655,The May Planners
549751,The December Loyals
443232,The September Loyals
588993,New travelers
451425,The Summer-Fall Hybrids
928354,The January Average
534813,The December Loyals
614810,The June Loyals
103502,The Summer-Fall Hybrids
334575,The January Average
455896,The November Loyals
469781,The Dormant Browsers
533488,The Q4 Boomerang
630694,The Lost Holiday Drifters
707557,The September Loyals
738459,The September Loyals
947863,The January Average
793134,The June Loyals
891903,The March Loyals
129817,The February Loyals
897734,New travelers
618300,The February Loyals
935836,New travelers
167062,The October Loyals
212735,The October Loyals
246591,The Autumn Budget
275413,The May Planners
285636,The Q4 Boomerang
327972,The December Loyals
351292,New travelers
375430,The March Loyals
660349,New travelers
663213,New travelers
744837,New travelers
198785,New travelers
695069,The Lost Holiday Drifters
281952,New travelers
515905,The September Loyals
228772,The Lost Holiday Drifters
839748,The June Loyals
561801,New travelers
990947,New travelers
540905,The September Loyals
625599,The December Loyals
707017,The Q4 Boomerang
807256,The March Loyals
653191,The January Average
955292,Holiday Travelers
164500,New travelers
587480,The September Loyals
294283,The October Loyals
478247,The March Loyals
637249,The March Loyals
989220,New travelers
888291,The September Loyals
456613,The Summer-Fall Hybrids
473563,The September Loyals
432059,The February Loyals
772827,The Summer-Fall Hybrids
119845,The November Loyals
133128,The June Loyals
293137,New travelers
608070,The September Loyals
887995,The February Loyals
400873,New travelers
936211,The November Loyals
659767,The June Loyals
723208,New travelers
168843,The October Loyals
278059,New travelers
455606,The September Loyals
826166,The Q4 Boomerang
167515,The December Loyals
581007,The September Loyals
364356,The September Loyals
375203,The Lost Holiday Drifters
551938,The February Loyals
556808,The September Loyals
571970,The September Loyals
603658,The March Loyals
616650,The June Loyals
688820,The February Loyals
709472,The December Loyals
900331,New travelers
910092,New travelers
654751,The October Loyals
680945,New travelers
150596,New travelers
224130,The October Loyals
448912,The March Loyals
813520,The September Loyals
273177,The January Average
565900,The October Loyals
662392,The Lost Holiday Drifters
270203,New travelers
939474,New travelers
699220,New travelers
605421,The January Average
642808,The December Loyals
496830,New travelers
992268,The May Planners
415372,The September Loyals
691761,The October Loyals
287927,The February Loyals
858667,The February Loyals
137751,The June Loyals
604839,New travelers
556958,The October Loyals
689459,The Autumn Budget
874415,The Dormant Browsers
897716,The December Loyals
853957,The September Loyals
294071,The Dormant Browsers
682064,New travelers
158508,The June Loyals
728679,The February Loyals
205430,The February Loyals
882874,New travelers
371079,The September Loyals
574330,The June Loyals
617471,The September Loyals
203133,The January Average
443770,New travelers
