Loyalty#,Behavioral_Cluster_Name
827190,"Points accumulator currently
(2021)"
381284,"Consistent low travelers
(Use points)"
397377,"Consistent low travelers
(Use points)"
309108,"Consistent low travelers
(Use points)"
122545,"Growing travelers
(Now average)"
159227,"Consistent low travelers
(Use points)"
698122,"Stable average travelers
(Loyal)"
319378,"Formers Points accumulator
(2020)"
366263,"Consistent low travelers
(Use points)"
202329,"Gained customers
(Now traveling average)"
537990,"Points accumulator currently
(2021)"
863751,"Points accumulator currently
(2021)"
735000,"Gained customers
(Now traveling average)"
582674,"Gained customers
(Now traveling average)"
758695,"Consistent low travelers
(Use points)"
215639,"Gained customers
(Now traveling average)"
953431,"Consistent low travelers
(Use points)"
998820,"Points accumulator currently
(2021)"
400979,"Consistent low travelers
(Use points)"
384010,"Gained customers
(Now traveling average)"
943211,"Consistent low travelers
(Use points)"
512219,"Points accumulator currently
(2021)"
953673,"Points accumulator currently
(2021)"
348238,Low-travel individuals
347001,"Consistent low travelers
(Use points)"
175387,"Consistent low travelers
(Use points)"
180137,"Gained customers
(Now traveling average)"
559124,"Points accumulator currently
(2021)"
369392,"Formers Points accumulator
(2020)"
794248,"Gained customers
(Now traveling average)"
421458,"Stable average travelers
(Loyal)"
886361,Low-travel individuals
376572,"Consistent low travelers
(Use points)"
917798,"Stable average travelers
(Loyal)"
647214,"Formers Points accumulator
(2020)"
264690,"Stable average travelers
(Loyal)"
150909,"Stable average travelers
(Loyal)"
686196,"Points accumulator currently
(2021)"
181607,Low-travel individuals
526165,"Stable average travelers
(Loyal)"
570406,"Formers Points accumulator
(2020)"
828895,"Formers Points accumulator
(2020)"
281571,"Formers Points accumulator
(2020)"
182531,"Consistent low travelers
(Use points)"
115633,"Formers Points accumulator
(2020)"
284419,"Gained customers
(Now traveling average)"
793154,"Stable average travelers
(Loyal)"
779427,"Consistent low travelers
(Use points)"
475700,"Formers Points accumulator
(2020)"
437251,"Lost custumers
(Traveled more before)"
981198,Low-travel individuals
840135,"Gained customers
(Now traveling average)"
158113,"Stable average travelers
(Loyal)"
294396,"Consistent low travelers
(Use points)"
114903,"Stable average travelers
(Loyal)"
639613,"Stable average travelers
(Loyal)"
817102,"Points accumulator currently
(2021)"
999304,"Lost custumers
(Traveled more before)"
531868,"Stable average travelers
(Loyal)"
139023,"Gained customers
(Now traveling average)"
765202,"Points accumulator currently
(2021)"
136516,"Formers Points accumulator
(2020)"
938628,"Stable average travelers
(Loyal)"
965948,"Formers Points accumulator
(2020)"
249982,"Stable average travelers
(Loyal)"
456095,"Formers Points accumulator
(2020)"
805140,"Points accumulator currently
(2021)"
845061,"Formers Points accumulator
(2020)"
346499,Low-travel individuals
397817,"Stable average travelers
(Loyal)"
716589,"Gained customers
(Now traveling average)"
757547,"Stable average travelers
(Loyal)"
934604,"Formers Points accumulator
(2020)"
325190,"Growing travelers
(Now average)"
114307,"Formers Points accumulator
(2020)"
444786,"Points accumulator currently
(2021)"
842770,"Points accumulator currently
(2021)"
633910,Low-travel individuals
660958,"Formers Points accumulator
(2020)"
233437,"Lost custumers
(Traveled more before)"
874158,"Gained customers
(Now traveling average)"
150074,"Points accumulator currently
(2021)"
903379,"Stable average travelers
(Loyal)"
782596,"Points accumulator currently
(2021)"
210498,"Stable average travelers
(Loyal)"
494206,"Stable average travelers
(Loyal)"
200681,"Stable average travelers
(Loyal)"
585420,"Growing travelers
(Now average)"
219747,"Consistent low travelers
(Use points)"
353396,"Points accumulator currently
(2021)"
853272,"Stable average travelers
(Loyal)"
467926,"Stable average travelers
(Loyal)"
285631,"Growing travelers
(Now average)"
651740,"Points accumulator currently
(2021)"
616500,"Formers Points accumulator
(2020)"
628533,"Consistent low travelers
(Use points)"
783438,Low-travel individuals
622822,"Growing travelers
(Now average)"
227796,"Stable average travelers
(Loyal)"
328181,"Formers Points accumulator
(2020)"
384686,"Formers Points accumulator
(2020)"
536941,"Gained customers
(Now traveling average)"
414584,"Stable average travelers
(Loyal)"
627191,"Lost custumers
(Traveled more before)"
855381,"Lost custumers
(Traveled more before)"
495369,Low-travel individuals
263237,"Stable average travelers
(Loyal)"
526784,"Stable average travelers
(Loyal)"
714962,"Formers Points accumulator
(2020)"
783300,"Formers Points accumulator
(2020)"
830818,"Growing travelers
(Now average)"
821117,"Stable average travelers
(Loyal)"
837360,"Points accumulator currently
(2021)"
119731,"Formers Points accumulator
(2020)"
720557,"Stable average travelers
(Loyal)"
319387,"Formers Points accumulator
(2020)"
290756,"Points accumulator currently
(2021)"
826556,Low-travel individuals
479766,"Consistent low travelers
(Use points)"
163058,"Stable average travelers
(Loyal)"
788217,"Gained customers
(Now traveling average)"
961978,"Stable average travelers
(Loyal)"
299034,"Growing travelers
(Now average)"
150004,"Points accumulator currently
(2021)"
549562,"Gained customers
(Now traveling average)"
684371,"Formers Points accumulator
(2020)"
317624,"Points accumulator currently
(2021)"
835764,"Consistent low travelers
(Use points)"
577844,"Points accumulator currently
(2021)"
166677,"Lost custumers
(Traveled more before)"
457797,"Stable average travelers
(Loyal)"
579322,"Consistent low travelers
(Use points)"
682194,"Stable average travelers
(Loyal)"
719706,"Consistent low travelers
(Use points)"
472807,"Lost custumers
(Traveled more before)"
348056,"Points accumulator currently
(2021)"
836295,"Lost custumers
(Traveled more before)"
608087,"Points accumulator currently
(2021)"
264733,"Stable average travelers
(Loyal)"
618112,"Consistent low travelers
(Use points)"
256502,"Formers Points accumulator
(2020)"
564813,Low-travel individuals
793328,"Growing travelers
(Now average)"
861156,"Points accumulator currently
(2021)"
749883,"Stable average travelers
(Loyal)"
797897,"Consistent low travelers
(Use points)"
823665,"Consistent low travelers
(Use points)"
903209,"Consistent low travelers
(Use points)"
949406,"Points accumulator currently
(2021)"
169529,Low-travel individuals
908404,"Consistent low travelers
(Use points)"
592302,"Gained customers
(Now traveling average)"
111286,"Formers Points accumulator
(2020)"
432145,"Formers Points accumulator
(2020)"
554155,"Points accumulator currently
(2021)"
166175,"Formers Points accumulator
(2020)"
909106,Low-travel individuals
708360,"Consistent low travelers
(Use points)"
512522,"Points accumulator currently
(2021)"
838584,"Points accumulator currently
(2021)"
785992,"Formers Points accumulator
(2020)"
889023,Low-travel individuals
326803,"Formers Points accumulator
(2020)"
182785,"Points accumulator currently
(2021)"
183456,"Gained customers
(Now traveling average)"
799148,"Growing travelers
(Now average)"
192141,"Formers Points accumulator
(2020)"
821462,"Growing travelers
(Now average)"
358054,"Lost custumers
(Traveled more before)"
864084,"Stable average travelers
(Loyal)"
146090,Low-travel individuals
471706,"Points accumulator currently
(2021)"
584737,Low-travel individuals
792915,"Stable average travelers
(Loyal)"
959402,"Points accumulator currently
(2021)"
482169,"Consistent low travelers
(Use points)"
491986,"Stable average travelers
(Loyal)"
788325,"Consistent low travelers
(Use points)"
442192,"Consistent low travelers
(Use points)"
812248,"Points accumulator currently
(2021)"
833233,"Stable average travelers
(Loyal)"
744204,"Stable average travelers
(Loyal)"
311346,"Stable average travelers
(Loyal)"
525740,"Formers Points accumulator
(2020)"
492011,"Points accumulator currently
(2021)"
690191,"Formers Points accumulator
(2020)"
442418,"Gained customers
(Now traveling average)"
127350,"Formers Points accumulator
(2020)"
262770,Low-travel individuals
470245,"Formers Points accumulator
(2020)"
172971,"Gained customers
(Now traveling average)"
302874,"Stable average travelers
(Loyal)"
121930,Low-travel individuals
199652,"Formers Points accumulator
(2020)"
661469,"Formers Points accumulator
(2020)"
787276,"Stable average travelers
(Loyal)"
295064,"Formers Points accumulator
(2020)"
172532,Low-travel individuals
254097,"Gained customers
(Now traveling average)"
324248,"Consistent low travelers
(Use points)"
649918,Low-travel individuals
773364,"Formers Points accumulator
(2020)"
817932,"Growing travelers
(Now average)"
472933,"Formers Points accumulator
(2020)"
415201,"Gained customers
(Now traveling average)"
311841,"Gained customers
(Now traveling average)"
592431,"Points accumulator currently
(2021)"
580212,"Consistent low travelers
(Use points)"
975918,"Stable average travelers
(Loyal)"
892199,"Growing travelers
(Now average)"
588292,"Lost custumers
(Traveled more before)"
309639,Low-travel individuals
512284,"Gained customers
(Now traveling average)"
232395,"Stable average travelers
(Loyal)"
237274,"Points accumulator currently
(2021)"
208940,"Stable average travelers
(Loyal)"
106623,Low-travel individuals
819055,"Points accumulator currently
(2021)"
913060,"Consistent low travelers
(Use points)"
970576,"Gained customers
(Now traveling average)"
210226,"Points accumulator currently
(2021)"
987122,"Points accumulator currently
(2021)"
285982,"Growing travelers
(Now average)"
341302,"Growing travelers
(Now average)"
414033,"Points accumulator currently
(2021)"
951546,"Consistent low travelers
(Use points)"
144402,"Points accumulator currently
(2021)"
588864,Low-travel individuals
454985,"Growing travelers
(Now average)"
370539,"Consistent low travelers
(Use points)"
966797,"Points accumulator currently
(2021)"
595658,"Formers Points accumulator
(2020)"
144977,"Stable average travelers
(Loyal)"
300836,"Points accumulator currently
(2021)"
408378,Low-travel individuals
945974,"Stable average travelers
(Loyal)"
947906,"Stable average travelers
(Loyal)"
350587,"Points accumulator currently
(2021)"
829263,"Formers Points accumulator
(2020)"
296566,Low-travel individuals
320980,Low-travel individuals
409156,"Points accumulator currently
(2021)"
549444,"Formers Points accumulator
(2020)"
633749,"Stable average travelers
(Loyal)"
649961,"Stable average travelers
(Loyal)"
401857,"Formers Points accumulator
(2020)"
605803,"Stable average travelers
(Loyal)"
359275,"Stable average travelers
(Loyal)"
457456,"Points accumulator currently
(2021)"
532464,"Consistent low travelers
(Use points)"
818881,"Gained customers
(Now traveling average)"
161045,"Lost custumers
(Traveled more before)"
443865,"Formers Points accumulator
(2020)"
489394,Low-travel individuals
675936,"Points accumulator currently
(2021)"
205156,"Points accumulator currently
(2021)"
653572,"Points accumulator currently
(2021)"
137858,"Gained customers
(Now traveling average)"
597532,"Formers Points accumulator
(2020)"
725004,"Gained customers
(Now traveling average)"
907209,"Stable average travelers
(Loyal)"
102788,"Stable average travelers
(Loyal)"
149846,"Points accumulator currently
(2021)"
547016,"Formers Points accumulator
(2020)"
147064,"Consistent low travelers
(Use points)"
227547,"Formers Points accumulator
(2020)"
382271,"Stable average travelers
(Loyal)"
109495,"Stable average travelers
(Loyal)"
127039,"Stable average travelers
(Loyal)"
722120,"Formers Points accumulator
(2020)"
784847,"Stable average travelers
(Loyal)"
734647,"Formers Points accumulator
(2020)"
106037,"Formers Points accumulator
(2020)"
873169,"Formers Points accumulator
(2020)"
209249,"Consistent low travelers
(Use points)"
428903,"Formers Points accumulator
(2020)"
542296,"Formers Points accumulator
(2020)"
961639,"Formers Points accumulator
(2020)"
868552,Low-travel individuals
529922,"Stable average travelers
(Loyal)"
919437,"Stable average travelers
(Loyal)"
142855,"Consistent low travelers
(Use points)"
282472,Low-travel individuals
612995,"Consistent low travelers
(Use points)"
883025,Low-travel individuals
165550,"Stable average travelers
(Loyal)"
190052,"Stable average travelers
(Loyal)"
475974,"Stable average travelers
(Loyal)"
355906,"Consistent low travelers
(Use points)"
563076,"Formers Points accumulator
(2020)"
894478,"Stable average travelers
(Loyal)"
787875,"Stable average travelers
(Loyal)"
828643,"Points accumulator currently
(2021)"
423686,"Points accumulator currently
(2021)"
265975,"Formers Points accumulator
(2020)"
952077,"Consistent low travelers
(Use points)"
587867,"Formers Points accumulator
(2020)"
862097,"Stable average travelers
(Loyal)"
683487,"Consistent low travelers
(Use points)"
524586,"Gained customers
(Now traveling average)"
632097,"Points accumulator currently
(2021)"
105335,"Consistent low travelers
(Use points)"
306676,"Stable average travelers
(Loyal)"
130217,"Lost custumers
(Traveled more before)"
255425,"Formers Points accumulator
(2020)"
286942,"Growing travelers
(Now average)"
249693,"Stable average travelers
(Loyal)"
849298,"Formers Points accumulator
(2020)"
978712,Low-travel individuals
177583,"Gained customers
(Now traveling average)"
335964,"Consistent low travelers
(Use points)"
755759,"Points accumulator currently
(2021)"
681887,"Formers Points accumulator
(2020)"
409741,"Stable average travelers
(Loyal)"
505167,Low-travel individuals
217772,"Growing travelers
(Now average)"
261715,"Consistent low travelers
(Use points)"
600563,"Consistent low travelers
(Use points)"
487605,"Points accumulator currently
(2021)"
106592,"Formers Points accumulator
(2020)"
525548,"Points accumulator currently
(2021)"
138653,Low-travel individuals
642401,"Lost custumers
(Traveled more before)"
111034,"Points accumulator currently
(2021)"
629394,"Gained customers
(Now traveling average)"
937922,"Consistent low travelers
(Use points)"
674805,"Formers Points accumulator
(2020)"
740577,"Lost custumers
(Traveled more before)"
481191,"Gained customers
(Now traveling average)"
191537,"Points accumulator currently
(2021)"
609174,"Points accumulator currently
(2021)"
261077,"Stable average travelers
(Loyal)"
671309,Low-travel individuals
579883,Low-travel individuals
171192,"Consistent low travelers
(Use points)"
627568,"Lost custumers
(Traveled more before)"
463146,"Lost custumers
(Traveled more before)"
792361,"Growing travelers
(Now average)"
823208,"Formers Points accumulator
(2020)"
467175,"Points accumulator currently
(2021)"
835377,"Gained customers
(Now traveling average)"
110211,"Lost custumers
(Traveled more before)"
124056,"Points accumulator currently
(2021)"
129409,"Formers Points accumulator
(2020)"
369035,"Formers Points accumulator
(2020)"
619826,"Consistent low travelers
(Use points)"
683470,"Formers Points accumulator
(2020)"
825217,"Consistent low travelers
(Use points)"
534481,"Consistent low travelers
(Use points)"
691909,"Formers Points accumulator
(2020)"
756891,"Stable average travelers
(Loyal)"
445879,"Stable average travelers
(Loyal)"
827790,Low-travel individuals
959778,Low-travel individuals
148382,"Gained customers
(Now traveling average)"
544337,"Points accumulator currently
(2021)"
194482,"Consistent low travelers
(Use points)"
364264,"Points accumulator currently
(2021)"
523897,"Stable average travelers
(Loyal)"
907025,"Consistent low travelers
(Use points)"
503242,Low-travel individuals
694942,"Stable average travelers
(Loyal)"
476539,"Consistent low travelers
(Use points)"
272787,"Stable average travelers
(Loyal)"
603077,"Consistent low travelers
(Use points)"
227239,"Consistent low travelers
(Use points)"
290250,Low-travel individuals
628578,"Formers Points accumulator
(2020)"
726268,"Consistent low travelers
(Use points)"
483863,"Stable average travelers
(Loyal)"
213841,"Consistent low travelers
(Use points)"
179603,"Stable average travelers
(Loyal)"
221721,"Points accumulator currently
(2021)"
336238,"Lost custumers
(Traveled more before)"
956946,"Stable average travelers
(Loyal)"
317100,"Formers Points accumulator
(2020)"
707114,"Stable average travelers
(Loyal)"
722368,"Stable average travelers
(Loyal)"
214661,"Consistent low travelers
(Use points)"
855384,"Consistent low travelers
(Use points)"
192136,"Consistent low travelers
(Use points)"
365619,"Consistent low travelers
(Use points)"
598711,"Gained customers
(Now traveling average)"
670985,"Points accumulator currently
(2021)"
753887,"Consistent low travelers
(Use points)"
124038,"Formers Points accumulator
(2020)"
516242,"Formers Points accumulator
(2020)"
211966,"Growing travelers
(Now average)"
677045,"Consistent low travelers
(Use points)"
238193,"Formers Points accumulator
(2020)"
482370,Low-travel individuals
816420,"Consistent low travelers
(Use points)"
472532,"Points accumulator currently
(2021)"
344483,"Formers Points accumulator
(2020)"
488188,"Points accumulator currently
(2021)"
667974,"Formers Points accumulator
(2020)"
972673,"Points accumulator currently
(2021)"
659781,"Consistent low travelers
(Use points)"
760196,"Points accumulator currently
(2021)"
187175,"Formers Points accumulator
(2020)"
561981,"Lost custumers
(Traveled more before)"
812599,"Formers Points accumulator
(2020)"
702161,"Gained customers
(Now traveling average)"
352702,"Formers Points accumulator
(2020)"
186469,Low-travel individuals
380709,"Gained customers
(Now traveling average)"
313473,"Formers Points accumulator
(2020)"
562376,"Formers Points accumulator
(2020)"
212209,"Formers Points accumulator
(2020)"
469616,"Growing travelers
(Now average)"
740025,"Stable average travelers
(Loyal)"
308202,"Gained customers
(Now traveling average)"
973112,"Points accumulator currently
(2021)"
525508,"Stable average travelers
(Loyal)"
228995,"Consistent low travelers
(Use points)"
666222,"Stable average travelers
(Loyal)"
560283,"Lost custumers
(Traveled more before)"
330870,Low-travel individuals
394941,"Points accumulator currently
(2021)"
394715,"Stable average travelers
(Loyal)"
828816,"Formers Points accumulator
(2020)"
762971,Low-travel individuals
400224,"Stable average travelers
(Loyal)"
130208,"Stable average travelers
(Loyal)"
950213,"Points accumulator currently
(2021)"
690969,"Consistent low travelers
(Use points)"
775170,"Growing travelers
(Now average)"
790178,"Stable average travelers
(Loyal)"
517222,"Gained customers
(Now traveling average)"
305604,"Lost custumers
(Traveled more before)"
910645,Low-travel individuals
790475,"Consistent low travelers
(Use points)"
901578,"Growing travelers
(Now average)"
376630,"Lost custumers
(Traveled more before)"
527656,"Lost custumers
(Traveled more before)"
828109,"Gained customers
(Now traveling average)"
692992,"Points accumulator currently
(2021)"
111899,"Lost custumers
(Traveled more before)"
120164,"Formers Points accumulator
(2020)"
768113,"Formers Points accumulator
(2020)"
427358,"Consistent low travelers
(Use points)"
364153,"Stable average travelers
(Loyal)"
424526,"Consistent low travelers
(Use points)"
838032,"Formers Points accumulator
(2020)"
615327,"Gained customers
(Now traveling average)"
263921,"Stable average travelers
(Loyal)"
994679,"Gained customers
(Now traveling average)"
549598,"Lost custumers
(Traveled more before)"
834760,"Stable average travelers
(Loyal)"
607123,"Formers Points accumulator
(2020)"
789001,"Points accumulator currently
(2021)"
134470,"Points accumulator currently
(2021)"
164374,"Consistent low travelers
(Use points)"
498573,"Growing travelers
(Now average)"
822749,"Stable average travelers
(Loyal)"
537421,"Points accumulator currently
(2021)"
240760,"Formers Points accumulator
(2020)"
882725,"Formers Points accumulator
(2020)"
196240,"Points accumulator currently
(2021)"
798029,"Gained customers
(Now traveling average)"
867284,Low-travel individuals
551296,"Points accumulator currently
(2021)"
272848,"Formers Points accumulator
(2020)"
278307,"Points accumulator currently
(2021)"
410938,"Formers Points accumulator
(2020)"
880709,Low-travel individuals
116562,Low-travel individuals
272001,"Formers Points accumulator
(2020)"
492036,"Lost custumers
(Traveled more before)"
568329,"Formers Points accumulator
(2020)"
182148,"Consistent low travelers
(Use points)"
176142,"Gained customers
(Now traveling average)"
860206,"Gained customers
(Now traveling average)"
595980,"Points accumulator currently
(2021)"
586446,"Points accumulator currently
(2021)"
407999,"Points accumulator currently
(2021)"
514451,"Formers Points accumulator
(2020)"
494438,"Lost custumers
(Traveled more before)"
226710,"Formers Points accumulator
(2020)"
900505,"Consistent low travelers
(Use points)"
226360,"Points accumulator currently
(2021)"
585039,"Stable average travelers
(Loyal)"
114857,"Stable average travelers
(Loyal)"
304870,Low-travel individuals
160154,"Points accumulator currently
(2021)"
322501,"Stable average travelers
(Loyal)"
364049,"Formers Points accumulator
(2020)"
251211,"Gained customers
(Now traveling average)"
155654,"Stable average travelers
(Loyal)"
395324,"Consistent low travelers
(Use points)"
538795,"Growing travelers
(Now average)"
363780,Low-travel individuals
344039,Low-travel individuals
906267,"Points accumulator currently
(2021)"
297621,"Formers Points accumulator
(2020)"
428402,"Points accumulator currently
(2021)"
216359,Low-travel individuals
424270,"Gained customers
(Now traveling average)"
549200,"Formers Points accumulator
(2020)"
288530,"Points accumulator currently
(2021)"
350901,"Growing travelers
(Now average)"
388140,"Formers Points accumulator
(2020)"
646137,"Consistent low travelers
(Use points)"
331699,"Consistent low travelers
(Use points)"
521949,"Lost custumers
(Traveled more before)"
835566,"Lost custumers
(Traveled more before)"
356955,"Points accumulator currently
(2021)"
718972,"Points accumulator currently
(2021)"
826136,"Formers Points accumulator
(2020)"
278983,"Formers Points accumulator
(2020)"
584880,"Consistent low travelers
(Use points)"
212553,Low-travel individuals
398846,"Gained customers
(Now traveling average)"
541961,"Points accumulator currently
(2021)"
549715,"Formers Points accumulator
(2020)"
710515,"Gained customers
(Now traveling average)"
375540,"Points accumulator currently
(2021)"
477676,"Formers Points accumulator
(2020)"
628618,"Stable average travelers
(Loyal)"
918163,"Formers Points accumulator
(2020)"
489301,"Formers Points accumulator
(2020)"
162420,"Points accumulator currently
(2021)"
259252,"Consistent low travelers
(Use points)"
203625,"Consistent low travelers
(Use points)"
124088,"Formers Points accumulator
(2020)"
945064,"Stable average travelers
(Loyal)"
875819,"Gained customers
(Now traveling average)"
352653,"Stable average travelers
(Loyal)"
405699,"Formers Points accumulator
(2020)"
815328,"Points accumulator currently
(2021)"
880740,"Gained customers
(Now traveling average)"
623071,"Growing travelers
(Now average)"
708892,"Consistent low travelers
(Use points)"
237586,"Lost custumers
(Traveled more before)"
364895,"Formers Points accumulator
(2020)"
771960,"Stable average travelers
(Loyal)"
409684,"Consistent low travelers
(Use points)"
909328,"Growing travelers
(Now average)"
177962,"Stable average travelers
(Loyal)"
101768,Low-travel individuals
793423,"Stable average travelers
(Loyal)"
642738,"Gained customers
(Now traveling average)"
251195,"Stable average travelers
(Loyal)"
935313,Low-travel individuals
257236,"Stable average travelers
(Loyal)"
626068,Low-travel individuals
217401,"Consistent low travelers
(Use points)"
563633,"Points accumulator currently
(2021)"
757879,"Points accumulator currently
(2021)"
591234,Low-travel individuals
936761,"Gained customers
(Now traveling average)"
126466,"Consistent low travelers
(Use points)"
320576,"Formers Points accumulator
(2020)"
497226,"Lost custumers
(Traveled more before)"
794480,"Gained customers
(Now traveling average)"
830225,"Consistent low travelers
(Use points)"
423336,"Points accumulator currently
(2021)"
377724,"Formers Points accumulator
(2020)"
800137,"Consistent low travelers
(Use points)"
232685,"Stable average travelers
(Loyal)"
784782,"Points accumulator currently
(2021)"
991924,"Stable average travelers
(Loyal)"
257862,"Gained customers
(Now traveling average)"
479960,"Consistent low travelers
(Use points)"
109552,"Points accumulator currently
(2021)"
915198,"Consistent low travelers
(Use points)"
152276,"Stable average travelers
(Loyal)"
475175,"Consistent low travelers
(Use points)"
593421,"Formers Points accumulator
(2020)"
872676,"Formers Points accumulator
(2020)"
175488,"Formers Points accumulator
(2020)"
561654,"Stable average travelers
(Loyal)"
721372,"Stable average travelers
(Loyal)"
988728,"Gained customers
(Now traveling average)"
289133,"Stable average travelers
(Loyal)"
733907,Low-travel individuals
939428,"Points accumulator currently
(2021)"
754416,"Growing travelers
(Now average)"
658546,"Consistent low travelers
(Use points)"
802860,"Formers Points accumulator
(2020)"
895878,"Formers Points accumulator
(2020)"
484446,"Stable average travelers
(Loyal)"
116932,"Consistent low travelers
(Use points)"
281608,"Points accumulator currently
(2021)"
506572,"Formers Points accumulator
(2020)"
618877,Low-travel individuals
155964,"Formers Points accumulator
(2020)"
196992,"Points accumulator currently
(2021)"
255267,"Formers Points accumulator
(2020)"
789120,"Stable average travelers
(Loyal)"
429692,Low-travel individuals
997654,"Formers Points accumulator
(2020)"
832921,"Stable average travelers
(Loyal)"
324900,Low-travel individuals
572668,"Formers Points accumulator
(2020)"
185774,"Points accumulator currently
(2021)"
111022,"Points accumulator currently
(2021)"
419377,"Points accumulator currently
(2021)"
797078,"Points accumulator currently
(2021)"
428757,"Consistent low travelers
(Use points)"
131560,"Points accumulator currently
(2021)"
963690,"Gained customers
(Now traveling average)"
277094,"Stable average travelers
(Loyal)"
696096,"Consistent low travelers
(Use points)"
717359,Low-travel individuals
518834,"Formers Points accumulator
(2020)"
539125,"Formers Points accumulator
(2020)"
399372,"Formers Points accumulator
(2020)"
845807,"Consistent low travelers
(Use points)"
969586,"Stable average travelers
(Loyal)"
556164,"Gained customers
(Now traveling average)"
345572,"Formers Points accumulator
(2020)"
467607,"Gained customers
(Now traveling average)"
888049,"Points accumulator currently
(2021)"
184456,"Formers Points accumulator
(2020)"
334324,"Formers Points accumulator
(2020)"
396867,Low-travel individuals
183692,Low-travel individuals
265566,"Formers Points accumulator
(2020)"
301301,"Formers Points accumulator
(2020)"
931914,"Formers Points accumulator
(2020)"
556865,"Gained customers
(Now traveling average)"
230693,"Points accumulator currently
(2021)"
810693,"Gained customers
(Now traveling average)"
185857,"Stable average travelers
(Loyal)"
947001,"Stable average travelers
(Loyal)"
156980,"Gained customers
(Now traveling average)"
336724,"Points accumulator currently
(2021)"
859730,"Points accumulator currently
(2021)"
344464,"Formers Points accumulator
(2020)"
304779,"Points accumulator currently
(2021)"
302158,"Formers Points accumulator
(2020)"
474333,"Points accumulator currently
(2021)"
620122,"Points accumulator currently
(2021)"
692328,"Stable average travelers
(Loyal)"
920100,"Consistent low travelers
(Use points)"
799781,"Stable average travelers
(Loyal)"
385912,"Consistent low travelers
(Use points)"
929410,"Stable average travelers
(Loyal)"
912939,"Growing travelers
(Now average)"
418327,"Points accumulator currently
(2021)"
804536,"Formers Points accumulator
(2020)"
141945,"Points accumulator currently
(2021)"
796484,"Points accumulator currently
(2021)"
763341,"Formers Points accumulator
(2020)"
659419,"Stable average travelers
(Loyal)"
798433,"Stable average travelers
(Loyal)"
385358,"Consistent low travelers
(Use points)"
312048,"Formers Points accumulator
(2020)"
480259,"Growing travelers
(Now average)"
501976,"Consistent low travelers
(Use points)"
502376,"Points accumulator currently
(2021)"
585082,"Consistent low travelers
(Use points)"
604461,"Consistent low travelers
(Use points)"
834304,"Formers Points accumulator
(2020)"
773418,"Consistent low travelers
(Use points)"
841770,Low-travel individuals
754042,"Formers Points accumulator
(2020)"
642002,"Points accumulator currently
(2021)"
369229,"Stable average travelers
(Loyal)"
551946,"Points accumulator currently
(2021)"
542043,"Points accumulator currently
(2021)"
840866,"Points accumulator currently
(2021)"
108625,"Stable average travelers
(Loyal)"
624407,"Stable average travelers
(Loyal)"
950446,"Stable average travelers
(Loyal)"
822956,"Growing travelers
(Now average)"
631543,"Stable average travelers
(Loyal)"
440642,"Consistent low travelers
(Use points)"
966953,"Points accumulator currently
(2021)"
933259,"Consistent low travelers
(Use points)"
244367,"Stable average travelers
(Loyal)"
298181,"Consistent low travelers
(Use points)"
793904,"Points accumulator currently
(2021)"
921059,"Gained customers
(Now traveling average)"
334997,"Formers Points accumulator
(2020)"
328446,"Points accumulator currently
(2021)"
925504,"Consistent low travelers
(Use points)"
693133,"Formers Points accumulator
(2020)"
499890,"Consistent low travelers
(Use points)"
406810,"Consistent low travelers
(Use points)"
545947,"Stable average travelers
(Loyal)"
800610,"Consistent low travelers
(Use points)"
209787,"Stable average travelers
(Loyal)"
947497,"Points accumulator currently
(2021)"
943195,"Lost custumers
(Traveled more before)"
386342,"Formers Points accumulator
(2020)"
557519,"Formers Points accumulator
(2020)"
260408,"Points accumulator currently
(2021)"
672236,"Points accumulator currently
(2021)"
585316,"Consistent low travelers
(Use points)"
268129,"Points accumulator currently
(2021)"
506252,"Gained customers
(Now traveling average)"
613860,"Gained customers
(Now traveling average)"
694241,"Formers Points accumulator
(2020)"
297306,"Points accumulator currently
(2021)"
814894,Low-travel individuals
220892,"Formers Points accumulator
(2020)"
973846,"Growing travelers
(Now average)"
725835,"Formers Points accumulator
(2020)"
894322,"Lost custumers
(Traveled more before)"
137646,"Formers Points accumulator
(2020)"
828967,"Points accumulator currently
(2021)"
344413,"Stable average travelers
(Loyal)"
968253,"Points accumulator currently
(2021)"
167578,"Points accumulator currently
(2021)"
648380,"Consistent low travelers
(Use points)"
379836,"Consistent low travelers
(Use points)"
159397,"Consistent low travelers
(Use points)"
585975,"Points accumulator currently
(2021)"
126424,"Consistent low travelers
(Use points)"
149174,Low-travel individuals
975407,"Growing travelers
(Now average)"
296097,"Consistent low travelers
(Use points)"
129827,"Consistent low travelers
(Use points)"
491643,Low-travel individuals
106218,"Stable average travelers
(Loyal)"
283437,"Points accumulator currently
(2021)"
631100,Low-travel individuals
903534,"Points accumulator currently
(2021)"
955087,"Gained customers
(Now traveling average)"
142434,Low-travel individuals
846458,"Gained customers
(Now traveling average)"
473775,"Formers Points accumulator
(2020)"
627354,"Formers Points accumulator
(2020)"
131098,"Points accumulator currently
(2021)"
621823,"Gained customers
(Now traveling average)"
750130,"Stable average travelers
(Loyal)"
941545,"Gained customers
(Now traveling average)"
949821,"Gained customers
(Now traveling average)"
662936,"Points accumulator currently
(2021)"
985707,Low-travel individuals
895080,Low-travel individuals
424793,"Growing travelers
(Now average)"
967443,"Formers Points accumulator
(2020)"
