Loyalty#,Value_Based_Cluster_Name
602585,High-Value Frequent Flyers
602587,Fly fanatics
602649,Lost Occasional Travelers
602685,High-Value Frequent Flyers
602694,New Low-Value Customers
602783,Fly fanatics
602900,Fly fanatics
602931,High-Value Frequent Flyers
603005,New Low-Value Customers
603009,New Low-Value Customers
603050,Lost Occasional Travelers
603070,New engaged
603077,Long-tenure
603079,Long-tenure
603082,New Low-Value Customers
603371,New engaged
603407,New engaged
603433,Reengaged Customers
603446,Long-tenure
603531,Long-tenure
603539,Long-tenure
603545,New engaged
603587,New engaged
603653,New Low-Value Customers
603658,New engaged
603674,Long-tenure
603739,Fly fanatics
603744,High-Value Frequent Flyers
603775,Long-tenure
603968,New Low-Value Customers
604019,Fly fanatics
604077,New Low-Value Customers
604116,New Low-Value Customers
604332,High-Value Frequent Flyers
604436,New Low-Value Customers
604461,High-Value Frequent Flyers
604470,Fly fanatics
604471,Lost Occasional Travelers
604510,High-Value Low transactions
604526,Long-tenure
604645,New Low-Value Customers
604681,Long-tenure
604724,Long-tenure
604772,Fly fanatics
604783,New Low-Value Customers
604792,New engaged
604822,Fly fanatics
604943,Long-tenure
605127,Fly fanatics
605134,High-Value Frequent Flyers
605184,High-Value Low transactions
605269,Long-tenure
605320,Long-tenure
605322,Long-tenure
605341,Long-tenure
605343,New engaged
605421,New engaged
605500,High-Value Frequent Flyers
605505,New engaged
605723,High-Value Frequent Flyers
605761,Long-tenure
605787,High-Value Frequent Flyers
605790,Long-tenure
605803,Fly fanatics
605849,Fly fanatics
605874,New Low-Value Customers
605877,New engaged
605907,New engaged
605926,Long-tenure
606004,High-Value Low transactions
606026,Fly fanatics
606060,Long-tenure
606074,New engaged
606214,Long-tenure
606344,Lost Occasional Travelers
606371,Long-tenure
606396,New Low-Value Customers
606455,Long-tenure
606563,Long-tenure
606600,Long-tenure
606712,Lost Occasional Travelers
606846,High-Value Frequent Flyers
606852,Long-tenure
606875,Fly fanatics
606877,New engaged
606962,New Low-Value Customers
606989,Long-tenure
607115,Long-tenure
607117,Long-tenure
607123,New engaged
607275,Long-tenure
607292,Long-tenure
607347,New engaged
607405,Long-tenure
607453,Long-tenure
607480,New engaged
607489,Fly fanatics
607538,New Low-Value Customers
607548,Long-tenure
607555,Long-tenure
607565,High-Value Frequent Flyers
607588,High-Value Low transactions
607662,Fly fanatics
607696,Long-tenure
607769,New Low-Value Customers
607847,New Low-Value Customers
607856,Long-tenure
607885,Long-tenure
607993,Lost Occasional Travelers
607997,New engaged
608070,Fly fanatics
608087,Long-tenure
608116,New engaged
608159,New engaged
608241,New engaged
608326,New Low-Value Customers
608370,Long-tenure
608384,Long-tenure
608419,Long-tenure
608493,Long-tenure
608508,Long-tenure
608517,Fly fanatics
608537,Reengaged Customers
608601,Long-tenure
608605,Long-tenure
608739,New engaged
608758,Long-tenure
608850,Fly fanatics
608974,Long-tenure
609009,New engaged
609072,New engaged
609174,New engaged
609184,Long-tenure
609296,Fly fanatics
609532,Long-tenure
609650,New Low-Value Customers
609664,High-Value Low transactions
609667,New engaged
609730,New engaged
609778,High-Value Frequent Flyers
609971,New engaged
610096,New engaged
610393,Long-tenure
610432,Fly fanatics
610465,High-Value Low transactions
610482,Lost Occasional Travelers
610573,Long-tenure
610585,Fly fanatics
610684,Long-tenure
610916,New Low-Value Customers
610946,New engaged
611029,High-Value Low transactions
611046,Lost Occasional Travelers
611051,New engaged
611084,High-Value Low transactions
611086,New engaged
611356,Long-tenure
611366,New engaged
611415,Long-tenure
611436,Long-tenure
611464,New engaged
611481,New engaged
611538,New engaged
611582,Long-tenure
611618,Fly fanatics
611667,New Low-Value Customers
611673,Fly fanatics
611689,Fly fanatics
611765,New Low-Value Customers
611817,High-Value Frequent Flyers
611873,Fly fanatics
611990,Long-tenure
612013,Lost Occasional Travelers
612019,New Low-Value Customers
612060,Long-tenure
612074,New engaged
612122,Long-tenure
612140,High-Value Frequent Flyers
612144,High-Value Frequent Flyers
612162,New engaged
612186,High-Value Frequent Flyers
612233,Fly fanatics
612269,High-Value Frequent Flyers
612294,New Low-Value Customers
612311,New engaged
612339,Fly fanatics
612488,Fly fanatics
612510,Fly fanatics
612555,Fly fanatics
612650,Lost Occasional Travelers
612664,New engaged
612703,Fly fanatics
612719,Long-tenure
612795,Long-tenure
612834,Long-tenure
612905,New engaged
612955,New engaged
612963,New Low-Value Customers
612995,New engaged
613076,Long-tenure
613185,Fly fanatics
613195,New engaged
613234,Long-tenure
613265,Fly fanatics
613303,Long-tenure
613546,New engaged
613747,Fly fanatics
613804,Fly fanatics
613860,High-Value Low transactions
613908,Long-tenure
613925,Lost Occasional Travelers
614000,High-Value Frequent Flyers
614063,Fly fanatics
614100,Long-tenure
614106,Long-tenure
614122,New engaged
614164,Long-tenure
614219,Fly fanatics
614221,New Low-Value Customers
614246,Long-tenure
614307,New engaged
614350,Fly fanatics
614373,Long-tenure
614377,Reengaged Customers
614379,Long-tenure
614441,Long-tenure
614574,New Low-Value Customers
614634,New engaged
614721,New engaged
614782,New Low-Value Customers
614787,Lost Occasional Travelers
614810,New engaged
614830,Long-tenure
614871,New Low-Value Customers
615022,Long-tenure
615054,Long-tenure
615131,High-Value Frequent Flyers
615201,Long-tenure
615214,Long-tenure
615244,New engaged
615251,Fly fanatics
615327,High-Value Low transactions
615385,Lost Occasional Travelers
615394,New engaged
615411,High-Value Frequent Flyers
615459,High-Value Low transactions
615528,Long-tenure
615529,New engaged
615578,Long-tenure
615617,Long-tenure
615662,New engaged
615673,New engaged
615678,New Low-Value Customers
615826,High-Value Frequent Flyers
615854,Fly fanatics
615945,New Low-Value Customers
615989,New engaged
616083,Long-tenure
616137,Lost Occasional Travelers
616162,Fly fanatics
616183,Lost Occasional Travelers
616207,Reengaged Customers
616220,Fly fanatics
616226,Long-tenure
616342,Long-tenure
616350,New engaged
616374,Lost Occasional Travelers
616416,Long-tenure
616447,New Low-Value Customers
616500,Long-tenure
616641,New Low-Value Customers
616650,Fly fanatics
616667,Long-tenure
616722,Long-tenure
616739,New engaged
616746,New Low-Value Customers
616835,Fly fanatics
616857,New engaged
616875,Long-tenure
616920,Long-tenure
616956,New Low-Value Customers
617008,Long-tenure
617079,New engaged
617099,Long-tenure
617108,Lost Occasional Travelers
617171,Long-tenure
617263,Long-tenure
617296,High-Value Frequent Flyers
617326,Long-tenure
617348,High-Value Frequent Flyers
617447,Long-tenure
617471,Long-tenure
617484,New engaged
617516,New Low-Value Customers
617670,Long-tenure
617916,New engaged
617960,Long-tenure
618022,Long-tenure
618089,New Low-Value Customers
618100,Long-tenure
618112,New engaged
618124,Fly fanatics
618226,Reengaged Customers
618300,Long-tenure
618302,Long-tenure
618309,Fly fanatics
618329,Long-tenure
618379,Long-tenure
618390,High-Value Frequent Flyers
618409,New engaged
618461,Fly fanatics
618494,New engaged
618523,Fly fanatics
618524,High-Value Frequent Flyers
618601,New engaged
618656,New engaged
618719,Long-tenure
618731,Fly fanatics
618817,Fly fanatics
618823,New engaged
618824,Fly fanatics
618830,Fly fanatics
618871,New Low-Value Customers
618877,High-Value Low transactions
618886,Long-tenure
619141,Lost Occasional Travelers
619268,Fly fanatics
619337,Reengaged Customers
619404,New engaged
619483,High-Value Frequent Flyers
619537,High-Value Frequent Flyers
619548,New engaged
619596,Lost Occasional Travelers
619693,Long-tenure
619826,Long-tenure
619840,Long-tenure
619916,New engaged
619920,Fly fanatics
620078,New Low-Value Customers
620084,New engaged
620094,Fly fanatics
620122,High-Value Frequent Flyers
620406,Long-tenure
620446,Long-tenure
620465,Long-tenure
620480,New engaged
620563,New engaged
620584,Long-tenure
620674,New Low-Value Customers
620741,New engaged
620792,Lost Occasional Travelers
620858,Fly fanatics
620969,High-Value Low transactions
620990,New Low-Value Customers
621006,Fly fanatics
621072,New Low-Value Customers
621093,Fly fanatics
621180,New engaged
621190,Fly fanatics
621218,New engaged
621279,New engaged
621583,Long-tenure
621695,Fly fanatics
621731,Long-tenure
621750,Long-tenure
621814,Long-tenure
621823,High-Value Low transactions
621832,Long-tenure
621876,Long-tenure
621940,New Low-Value Customers
621951,New engaged
622006,Fly fanatics
622019,High-Value Frequent Flyers
622036,New Low-Value Customers
622171,New Low-Value Customers
622302,New Low-Value Customers
622324,Long-tenure
622334,Fly fanatics
622527,Fly fanatics
622610,Long-tenure
622697,New engaged
622776,New Low-Value Customers
622794,High-Value Low transactions
622822,New Low-Value Customers
622883,High-Value Frequent Flyers
622906,Long-tenure
623008,New Low-Value Customers
623071,High-Value Low transactions
623144,Long-tenure
623154,Lost Occasional Travelers
623222,Fly fanatics
623327,New engaged
623478,Long-tenure
623537,New engaged
623569,Long-tenure
623654,Lost Occasional Travelers
623688,New engaged
623861,Fly fanatics
623903,Fly fanatics
623946,Reengaged Customers
624065,New engaged
624216,New engaged
624407,High-Value Frequent Flyers
624463,Long-tenure
624487,Long-tenure
624569,New Low-Value Customers
624621,Long-tenure
624704,New Low-Value Customers
624881,High-Value Low transactions
624929,Long-tenure
624935,Fly fanatics
624980,New engaged
625033,High-Value Frequent Flyers
625123,Long-tenure
625183,Fly fanatics
625318,New Low-Value Customers
625320,New Low-Value Customers
625434,Fly fanatics
625451,New engaged
625458,Fly fanatics
625497,Long-tenure
625524,Long-tenure
625557,Long-tenure
625599,New engaged
625621,Fly fanatics
625784,New engaged
625859,Long-tenure
625870,Long-tenure
625945,Fly fanatics
626030,High-Value Frequent Flyers
626046,New Low-Value Customers
626068,High-Value Low transactions
626149,Long-tenure
626211,Long-tenure
626474,Long-tenure
626542,New engaged
626560,New Low-Value Customers
626664,New engaged
626746,New engaged
626762,New engaged
626767,New Low-Value Customers
626973,Fly fanatics
627107,Lost Occasional Travelers
627191,Lost Occasional Travelers
627354,High-Value Frequent Flyers
627373,New Low-Value Customers
627428,Fly fanatics
627485,Long-tenure
627489,Long-tenure
627502,Reengaged Customers
627568,Lost Occasional Travelers
627670,Fly fanatics
627778,New engaged
627791,Long-tenure
627826,Long-tenure
627893,New engaged
627915,High-Value Frequent Flyers
627970,Fly fanatics
628017,Long-tenure
628081,Long-tenure
628096,Long-tenure
628130,Fly fanatics
628169,Fly fanatics
628180,New engaged
628211,Fly fanatics
628258,Fly fanatics
628320,Long-tenure
628409,Long-tenure
628431,New engaged
628475,High-Value Frequent Flyers
628533,New engaged
628578,Fly fanatics
628596,Fly fanatics
628618,High-Value Frequent Flyers
628669,Long-tenure
628837,New Low-Value Customers
628840,High-Value Low transactions
628844,New engaged
628860,Long-tenure
628917,New engaged
628924,New engaged
628952,New engaged
629177,Long-tenure
629299,Long-tenure
629394,High-Value Low transactions
629410,Long-tenure
629642,Long-tenure
629706,New engaged
629753,Long-tenure
629966,New Low-Value Customers
629995,New Low-Value Customers
630034,High-Value Low transactions
630071,Fly fanatics
630209,New Low-Value Customers
630265,High-Value Frequent Flyers
630290,Lost Occasional Travelers
630320,Fly fanatics
630338,High-Value Frequent Flyers
630396,Long-tenure
630588,Fly fanatics
630694,Lost Occasional Travelers
630711,High-Value Frequent Flyers
630869,New engaged
630880,Fly fanatics
630920,New Low-Value Customers
631051,Long-tenure
631070,New Low-Value Customers
631100,High-Value Low transactions
631200,New engaged
631379,Fly fanatics
631406,New engaged
631543,High-Value Frequent Flyers
631557,Long-tenure
631583,Long-tenure
631661,New engaged
631683,Long-tenure
631704,Long-tenure
631801,New Low-Value Customers
631821,Long-tenure
631839,Long-tenure
631853,Long-tenure
631854,High-Value Frequent Flyers
631869,Long-tenure
632097,Fly fanatics
632103,Long-tenure
632130,Long-tenure
632199,High-Value Frequent Flyers
632352,New engaged
632398,Long-tenure
632399,New engaged
632435,New Low-Value Customers
632515,New Low-Value Customers
632556,New engaged
632638,Fly fanatics
632720,Long-tenure
632793,New engaged
632826,New engaged
632951,High-Value Low transactions
632974,New Low-Value Customers
632981,High-Value Frequent Flyers
633135,Long-tenure
633140,Fly fanatics
633162,New Low-Value Customers
633202,Long-tenure
633299,New engaged
633330,New engaged
633332,New Low-Value Customers
633458,Fly fanatics
633627,New engaged
633631,Long-tenure
633640,High-Value Frequent Flyers
633734,Lost Occasional Travelers
633749,Long-tenure
633787,New engaged
633861,Long-tenure
633910,New Low-Value Customers
633938,High-Value Frequent Flyers
633992,Long-tenure
633999,New Low-Value Customers
634181,Fly fanatics
634185,New engaged
634269,Lost Occasional Travelers
634328,Lost Occasional Travelers
634386,New engaged
634392,New engaged
634418,Fly fanatics
634423,New engaged
634503,High-Value Frequent Flyers
634615,High-Value Low transactions
634727,New engaged
634807,Long-tenure
634850,Fly fanatics
634900,High-Value Frequent Flyers
634916,New engaged
635084,Long-tenure
635162,Lost Occasional Travelers
635225,Fly fanatics
635249,Long-tenure
635302,New Low-Value Customers
635334,High-Value Low transactions
635509,New Low-Value Customers
635517,New Low-Value Customers
635531,Long-tenure
635616,Long-tenure
635715,Long-tenure
635719,Long-tenure
635805,Lost Occasional Travelers
635907,New Low-Value Customers
636000,New engaged
636012,Long-tenure
636017,New Low-Value Customers
636045,High-Value Frequent Flyers
636177,Long-tenure
636213,High-Value Frequent Flyers
636293,Long-tenure
636413,Fly fanatics
636505,Fly fanatics
636533,New Low-Value Customers
636673,Fly fanatics
636745,Lost Occasional Travelers
636749,High-Value Frequent Flyers
636753,New engaged
636813,Fly fanatics
636965,New engaged
637151,New engaged
637249,Long-tenure
637396,Long-tenure
637532,Fly fanatics
637580,Long-tenure
637641,Long-tenure
637655,Long-tenure
637687,New engaged
637721,Fly fanatics
637760,New engaged
637765,New engaged
637927,New Low-Value Customers
637986,Long-tenure
638004,New Low-Value Customers
638152,Long-tenure
638162,Long-tenure
638207,Long-tenure
638237,New engaged
638253,New engaged
638264,Reengaged Customers
638368,Long-tenure
638389,Long-tenure
638466,Lost Occasional Travelers
638469,Fly fanatics
638495,High-Value Frequent Flyers
638506,New engaged
638602,New engaged
638618,Long-tenure
638685,Long-tenure
638732,Fly fanatics
638733,High-Value Frequent Flyers
638754,Lost Occasional Travelers
638804,New engaged
639116,Lost Occasional Travelers
639117,New engaged
639145,Long-tenure
639258,New Low-Value Customers
639383,New Low-Value Customers
639419,High-Value Low transactions
639466,New Low-Value Customers
639510,Long-tenure
639613,Fly fanatics
639626,New Low-Value Customers
639701,Long-tenure
639705,Fly fanatics
639807,New engaged
640009,High-Value Low transactions
640082,Fly fanatics
640110,Long-tenure
640116,New engaged
640163,New Low-Value Customers
640238,Long-tenure
640244,Long-tenure
640285,High-Value Frequent Flyers
640418,Long-tenure
640555,Long-tenure
640588,New engaged
640614,Fly fanatics
640831,High-Value Frequent Flyers
640833,Fly fanatics
640920,Lost Occasional Travelers
641039,High-Value Low transactions
641050,Long-tenure
641103,New engaged
641123,Long-tenure
641159,Long-tenure
641160,Long-tenure
641162,New Low-Value Customers
641164,Long-tenure
641189,New engaged
641327,Fly fanatics
641384,New engaged
641448,New engaged
641586,Long-tenure
641612,New Low-Value Customers
641642,New Low-Value Customers
641704,Long-tenure
641734,Long-tenure
641869,Fly fanatics
641879,New engaged
641884,High-Value Frequent Flyers
641970,Long-tenure
641997,Fly fanatics
642000,Fly fanatics
642002,High-Value Frequent Flyers
642031,High-Value Low transactions
642043,Long-tenure
642099,High-Value Frequent Flyers
642102,Fly fanatics
642109,Fly fanatics
642247,High-Value Low transactions
642313,New engaged
642323,High-Value Low transactions
642401,Lost Occasional Travelers
642409,New Low-Value Customers
642449,New engaged
642485,New Low-Value Customers
642738,High-Value Low transactions
642808,New engaged
642901,New engaged
642976,New Low-Value Customers
643026,New engaged
643059,High-Value Frequent Flyers
643099,Reengaged Customers
643117,New engaged
643225,Fly fanatics
643300,High-Value Frequent Flyers
643362,Lost Occasional Travelers
643364,New engaged
643476,New Low-Value Customers
643480,Fly fanatics
643507,High-Value Low transactions
643605,Long-tenure
643643,High-Value Low transactions
643669,High-Value Frequent Flyers
643705,New engaged
643854,Long-tenure
643912,Long-tenure
644014,Long-tenure
644017,High-Value Frequent Flyers
644163,Fly fanatics
644251,Fly fanatics
644265,High-Value Frequent Flyers
644374,New engaged
644390,Long-tenure
644417,Lost Occasional Travelers
644434,Long-tenure
644551,Long-tenure
644630,New engaged
644652,Fly fanatics
644769,New engaged
644786,Fly fanatics
644865,High-Value Frequent Flyers
644893,Lost Occasional Travelers
644938,Long-tenure
644945,New engaged
645057,Fly fanatics
645072,Long-tenure
645078,New Low-Value Customers
645081,Long-tenure
645114,New Low-Value Customers
645145,High-Value Frequent Flyers
645147,Fly fanatics
645244,Fly fanatics
645265,Long-tenure
645280,Long-tenure
645450,New engaged
645508,Fly fanatics
645566,Fly fanatics
645600,New engaged
645653,Fly fanatics
645688,Long-tenure
645712,High-Value Frequent Flyers
645895,Long-tenure
645919,New engaged
645927,New engaged
645986,Long-tenure
646022,Long-tenure
646023,New Low-Value Customers
646038,Long-tenure
646137,Long-tenure
646168,Long-tenure
646178,New engaged
646187,New Low-Value Customers
646189,High-Value Frequent Flyers
646198,Lost Occasional Travelers
646225,Fly fanatics
646277,New engaged
646289,New Low-Value Customers
646359,Fly fanatics
646399,High-Value Frequent Flyers
646502,New engaged
646519,Long-tenure
646935,Long-tenure
647005,Lost Occasional Travelers
647041,Fly fanatics
647133,New engaged
647214,Fly fanatics
647491,Long-tenure
647658,New Low-Value Customers
647672,Long-tenure
647684,Fly fanatics
647726,Fly fanatics
647791,New Low-Value Customers
647894,Long-tenure
647933,New Low-Value Customers
647956,High-Value Low transactions
648043,High-Value Frequent Flyers
648077,Fly fanatics
648231,Reengaged Customers
648365,Fly fanatics
648380,High-Value Frequent Flyers
648432,New engaged
648455,High-Value Frequent Flyers
648533,Long-tenure
648575,High-Value Frequent Flyers
648586,High-Value Frequent Flyers
648596,Fly fanatics
648648,Fly fanatics
648653,New engaged
648924,New engaged
649052,New engaged
649054,Fly fanatics
649089,New Low-Value Customers
649104,Fly fanatics
649194,High-Value Frequent Flyers
649321,New engaged
649422,Long-tenure
649442,New engaged
649487,Lost Occasional Travelers
649656,Long-tenure
649680,New Low-Value Customers
649770,High-Value Low transactions
649802,New engaged
649855,Fly fanatics
649918,New Low-Value Customers
649961,Long-tenure
649972,Lost Occasional Travelers
649994,Long-tenure
650290,Lost Occasional Travelers
650358,Long-tenure
650377,Long-tenure
650420,Fly fanatics
650445,Fly fanatics
650486,Long-tenure
650529,New engaged
650553,Long-tenure
650621,Long-tenure
650657,Fly fanatics
650704,New engaged
650721,New Low-Value Customers
650870,Long-tenure
651006,New engaged
651020,New engaged
651054,New Low-Value Customers
651097,High-Value Frequent Flyers
651250,High-Value Frequent Flyers
651281,High-Value Frequent Flyers
651377,High-Value Frequent Flyers
651605,Long-tenure
651622,Fly fanatics
651631,New engaged
651645,New Low-Value Customers
651694,High-Value Frequent Flyers
651740,Long-tenure
651835,Fly fanatics
651959,Long-tenure
652034,Long-tenure
652047,Fly fanatics
652194,Long-tenure
652212,Fly fanatics
652291,Long-tenure
652370,Long-tenure
652374,New engaged
652394,Long-tenure
652498,New engaged
652499,New Low-Value Customers
652501,Fly fanatics
652518,Fly fanatics
652614,Long-tenure
652636,New Low-Value Customers
652642,High-Value Low transactions
652741,New Low-Value Customers
652756,New Low-Value Customers
652790,High-Value Frequent Flyers
652816,Long-tenure
652852,Fly fanatics
652862,Fly fanatics
653015,Long-tenure
653070,Long-tenure
653191,New engaged
653259,Fly fanatics
653304,New Low-Value Customers
653324,New Low-Value Customers
653337,Long-tenure
653340,Long-tenure
653354,New Low-Value Customers
653400,New engaged
653441,New engaged
653539,Long-tenure
653542,New engaged
653572,Long-tenure
653636,New engaged
653637,Long-tenure
653698,Fly fanatics
653851,New Low-Value Customers
653973,New engaged
654073,Long-tenure
654086,Fly fanatics
654122,Fly fanatics
654187,Fly fanatics
654225,Lost Occasional Travelers
654249,New Low-Value Customers
654288,Long-tenure
654389,New Low-Value Customers
654540,New Low-Value Customers
654578,Fly fanatics
654748,Lost Occasional Travelers
654751,Fly fanatics
654817,New engaged
654890,Long-tenure
654941,Fly fanatics
655016,Lost Occasional Travelers
655039,New Low-Value Customers
655044,New engaged
655082,Fly fanatics
655085,Reengaged Customers
655325,Long-tenure
655453,New engaged
655480,New engaged
655715,Fly fanatics
655721,New Low-Value Customers
655743,Long-tenure
655892,New engaged
655957,High-Value Frequent Flyers
656027,Fly fanatics
656036,Lost Occasional Travelers
656288,Fly fanatics
656360,Long-tenure
656415,High-Value Frequent Flyers
656454,High-Value Low transactions
656487,Fly fanatics
656572,New engaged
656639,Long-tenure
656650,New engaged
656942,Long-tenure
656993,New Low-Value Customers
657116,Fly fanatics
657118,Long-tenure
657339,Long-tenure
657492,High-Value Frequent Flyers
657668,New engaged
657730,Lost Occasional Travelers
657748,New engaged
657842,New Low-Value Customers
657865,New engaged
657946,New Low-Value Customers
658076,New Low-Value Customers
658175,New engaged
658310,Long-tenure
658330,New engaged
658407,Lost Occasional Travelers
658546,High-Value Frequent Flyers
658726,Lost Occasional Travelers
658861,Long-tenure
658996,New engaged
659011,Long-tenure
659112,Fly fanatics
659147,Long-tenure
659205,Long-tenure
659251,Long-tenure
659400,Long-tenure
659419,High-Value Frequent Flyers
659481,New engaged
659536,New engaged
659607,Long-tenure
659637,Fly fanatics
659767,Long-tenure
659781,New engaged
659882,Lost Occasional Travelers
659967,Long-tenure
660030,Fly fanatics
660047,New engaged
660098,New Low-Value Customers
660119,Long-tenure
660178,Fly fanatics
660197,New engaged
660294,Long-tenure
660376,Long-tenure
660395,Fly fanatics
660436,New engaged
660457,Long-tenure
660554,New Low-Value Customers
660684,New engaged
660768,New engaged
660922,Long-tenure
660958,Long-tenure
661035,Long-tenure
661050,Long-tenure
661054,Long-tenure
661069,Lost Occasional Travelers
661088,Long-tenure
661118,Fly fanatics
661150,Long-tenure
661193,Fly fanatics
661274,Long-tenure
661321,New engaged
661411,High-Value Frequent Flyers
661451,Long-tenure
661469,New engaged
661487,New engaged
661502,High-Value Frequent Flyers
661587,New Low-Value Customers
661708,New Low-Value Customers
661744,Fly fanatics
662022,Fly fanatics
662045,New Low-Value Customers
662164,Long-tenure
662166,Long-tenure
662209,Fly fanatics
662268,New engaged
662272,High-Value Low transactions
662380,Long-tenure
662392,Lost Occasional Travelers
662406,High-Value Frequent Flyers
662489,Lost Occasional Travelers
662521,Long-tenure
662594,New engaged
662665,Long-tenure
662750,Long-tenure
662848,Fly fanatics
662880,Fly fanatics
662934,New Low-Value Customers
662936,High-Value Frequent Flyers
662973,New engaged
663062,New engaged
663067,High-Value Frequent Flyers
663133,Fly fanatics
663150,Fly fanatics
663213,New Low-Value Customers
663270,Long-tenure
663343,Long-tenure
663382,Long-tenure
663402,New engaged
663416,Long-tenure
663422,New engaged
663513,Long-tenure
663514,Fly fanatics
663521,Long-tenure
663573,New engaged
663659,New Low-Value Customers
663719,New engaged
663746,New Low-Value Customers
663757,Lost Occasional Travelers
663897,Reengaged Customers
663918,Long-tenure
663975,Lost Occasional Travelers
664008,New Low-Value Customers
664034,Lost Occasional Travelers
664052,Fly fanatics
664054,Fly fanatics
664062,Long-tenure
664084,Fly fanatics
664112,New engaged
664183,New Low-Value Customers
664277,Fly fanatics
664379,Long-tenure
664493,New engaged
664666,Long-tenure
664684,New Low-Value Customers
664705,Long-tenure
664737,Long-tenure
664759,New Low-Value Customers
664771,Long-tenure
664799,New engaged
664856,Long-tenure
665024,High-Value Frequent Flyers
665100,Long-tenure
665373,Lost Occasional Travelers
665403,High-Value Frequent Flyers
665454,High-Value Low transactions
665467,Long-tenure
665548,Long-tenure
665645,New Low-Value Customers
665646,High-Value Low transactions
665679,High-Value Low transactions
665701,New engaged
665773,New Low-Value Customers
665890,Fly fanatics
666189,High-Value Low transactions
666222,Fly fanatics
666301,Long-tenure
666337,High-Value Frequent Flyers
666381,Fly fanatics
666417,New engaged
666473,Fly fanatics
666504,Long-tenure
666556,Long-tenure
666572,New engaged
666597,New engaged
666608,New engaged
666667,Long-tenure
666680,Long-tenure
666702,Lost Occasional Travelers
666761,Lost Occasional Travelers
666877,New engaged
666878,Long-tenure
666933,Fly fanatics
666952,Fly fanatics
667041,Long-tenure
667117,Long-tenure
667157,High-Value Low transactions
667262,Fly fanatics
667275,High-Value Low transactions
667293,New Low-Value Customers
667314,Lost Occasional Travelers
667341,Fly fanatics
667356,Lost Occasional Travelers
667398,Lost Occasional Travelers
667517,New Low-Value Customers
667615,New Low-Value Customers
667634,High-Value Frequent Flyers
667687,New Low-Value Customers
667692,Fly fanatics
667718,High-Value Low transactions
667767,Fly fanatics
667781,High-Value Frequent Flyers
667798,New Low-Value Customers
667860,Long-tenure
667901,New engaged
667974,Long-tenure
668000,Long-tenure
668020,New engaged
668136,New Low-Value Customers
668213,New Low-Value Customers
668235,New Low-Value Customers
668253,Long-tenure
668325,New engaged
668510,New engaged
668576,New Low-Value Customers
668599,Fly fanatics
668624,New engaged
668692,Fly fanatics
668843,New Low-Value Customers
668865,High-Value Frequent Flyers
668959,Fly fanatics
668968,Fly fanatics
668970,New Low-Value Customers
669028,New engaged
669065,Long-tenure
669066,Fly fanatics
669222,Fly fanatics
669368,Long-tenure
669373,New engaged
669493,New Low-Value Customers
669501,Long-tenure
669810,Long-tenure
669812,Long-tenure
669890,Fly fanatics
669894,High-Value Frequent Flyers
669978,Long-tenure
670000,High-Value Frequent Flyers
670002,High-Value Frequent Flyers
670040,Long-tenure
670131,High-Value Frequent Flyers
670210,Long-tenure
670215,Fly fanatics
670289,New Low-Value Customers
670294,Fly fanatics
670371,Long-tenure
670430,New engaged
670606,Fly fanatics
670666,High-Value Frequent Flyers
670686,New engaged
670751,High-Value Frequent Flyers
670817,Fly fanatics
670836,High-Value Low transactions
670939,New engaged
670985,Long-tenure
671077,New Low-Value Customers
671115,High-Value Frequent Flyers
671119,Long-tenure
671173,High-Value Low transactions
671309,Lost Occasional Travelers
671359,New Low-Value Customers
671368,New engaged
671383,Fly fanatics
671528,New engaged
671534,Long-tenure
671628,New Low-Value Customers
671639,New engaged
671764,High-Value Low transactions
671803,High-Value Frequent Flyers
671849,High-Value Frequent Flyers
671911,New engaged
671928,New engaged
671933,Long-tenure
672039,Long-tenure
672089,Long-tenure
672103,New engaged
672170,Long-tenure
672236,High-Value Frequent Flyers
672255,New Low-Value Customers
672308,Long-tenure
672336,New engaged
672391,New Low-Value Customers
672395,Long-tenure
672430,New engaged
672431,Long-tenure
672570,Fly fanatics
672600,High-Value Frequent Flyers
672635,New Low-Value Customers
672649,New Low-Value Customers
672679,New Low-Value Customers
672781,New engaged
672819,New Low-Value Customers
672893,Long-tenure
672904,Fly fanatics
673054,Long-tenure
673061,Lost Occasional Travelers
673192,Fly fanatics
673301,New engaged
673399,Long-tenure
673401,Long-tenure
673424,Long-tenure
673492,New Low-Value Customers
673872,New Low-Value Customers
673934,Long-tenure
674118,New engaged
674281,Fly fanatics
674327,High-Value Frequent Flyers
674372,New Low-Value Customers
674375,New Low-Value Customers
674394,Fly fanatics
674462,New engaged
674497,Long-tenure
674637,New engaged
674643,New Low-Value Customers
674689,New engaged
674738,Lost Occasional Travelers
674781,New engaged
674805,Long-tenure
674876,New Low-Value Customers
674923,New engaged
674933,Fly fanatics
675057,Long-tenure
675104,Fly fanatics
675106,Long-tenure
675204,Fly fanatics
675243,Fly fanatics
675385,New engaged
675405,New engaged
675409,High-Value Frequent Flyers
675442,High-Value Frequent Flyers
675457,Long-tenure
675506,New Low-Value Customers
675516,Fly fanatics
675535,New engaged
675538,Long-tenure
675541,New engaged
675616,Long-tenure
675651,New engaged
675848,Long-tenure
675879,New Low-Value Customers
675936,New engaged
675956,High-Value Frequent Flyers
676203,New engaged
676289,New engaged
676371,New Low-Value Customers
676376,Fly fanatics
676406,New engaged
676408,New engaged
676409,New engaged
676585,High-Value Frequent Flyers
